DateTime,PM10 (ug/m3),PM2.5 (ug/m3)
3/02/2016,19.9,7.7
4/02/2016,15.4,5.7
5/02/2016,16.4,5.9
6/02/2016,12.4,5
7/02/2016,12.2,3.9
8/02/2016,12.5,4.8
9/02/2016,20.6,7.9
10/02/2016,20.1,6.7
11/02/2016,22.4,8.2
12/02/2016,18.8,8.8
13/02/2016,13.7,6.2
14/02/2016,12.5,6.7
15/02/2016,18.3,6.9
16/02/2016,21.3,8
17/02/2016,14.8,5.5
18/02/2016,6.6,2.7
19/02/2016,5.7,2.7
20/02/2016,9.9,4.3
21/02/2016,14.4,5.3
22/02/2016,14.5,4.8
23/02/2016,14.5,6.8
24/02/2016,17.4,6.4
25/02/2016,14.8,5
26/02/2016,14.5,3.5
27/02/2016,12.1,4.6
28/02/2016,16.2,6.3
29/02/2016,19.3,5.6
1/03/2016,13.4,5.1
2/03/2016,17.6,4.4
3/03/2016,22.1,6.9
4/03/2016,21.1,6.5
5/03/2016,18,6.1
6/03/2016,20.9,8.8
7/03/2016,18.3,6.1
8/03/2016,16.5,4.3
9/03/2016,14.4,4.9
10/03/2016,19.3,4.6
11/03/2016,18.8,5
12/03/2016,17.5,5.6
13/03/2016,17.2,5.5
14/03/2016,16.5,5.8
15/03/2016,13.3,5.7
16/03/2016,9.6,4.3
17/03/2016,10.6,3.8
18/03/2016,10.2,3.8
19/03/2016,5.6,2.8
20/03/2016,9.2,3.6
21/03/2016,18.3,6.3
22/03/2016,17.3,6.1
23/03/2016,21.7,7.7
24/03/2016,13.4,5
25/03/2016,25.5,8
26/03/2016,21.2,7.3
27/03/2016,13.2,5.7
28/03/2016,10.9,4.9
29/03/2016,20.1,7.7
30/03/2016,13.1,4.7
31/03/2016,12.2,4.9
1/04/2016,15.6,6.7
2/04/2016,12.2,7.1
3/04/2016,8.5,5.7
4/04/2016,15.8,9.1
5/04/2016,14.3,7.9
6/04/2016,13,6
7/04/2016,14.1,5.9
8/04/2016,13.3,6.1
9/04/2016,10.8,4.2
10/04/2016,12,6.9
11/04/2016,9.9,4.3
12/04/2016,9.9,6.1
13/04/2016,11.9,6.4
14/04/2016,15.9,9.4
15/04/2016,11.5,6.2
16/04/2016,19.3,10.4
17/04/2016,14.8,7.8
18/04/2016,11.1,5.1
19/04/2016,15.2,7.8
20/04/2016,17.5,9.8
21/04/2016,18.7,10.7
22/04/2016,31.5,16.8
23/04/2016,20.7,11.7
24/04/2016,15.7,9.8
25/04/2016,38.3,17.6
26/04/2016,26.1,12.5
27/04/2016,22.6,11.3
28/04/2016,30.7,16
29/04/2016,29.8,12.5
30/04/2016,19.8,8.7
1/05/2016,27.6,14.7
2/05/2016,22.8,9.1
3/05/2016,18.4,8.2
4/05/2016,14.4,6.1
5/05/2016,15.9,5
6/05/2016,18.9,8.9
7/05/2016,23.9,13.4
8/05/2016,23,14.5
9/05/2016,21.4,10.4
10/05/2016,16.7,7
11/05/2016,15.1,4.1
12/05/2016,12.6,3.3
13/05/2016,6.1,3.3
14/05/2016,7.1,3.9
15/05/2016,16.4,7.4
16/05/2016,10,5.6
17/05/2016,11.6,5.3
18/05/2016,11.5,5
19/05/2016,18.5,10.7
20/05/2016,15.6,8.9
21/05/2016,5.9,3.8
22/05/2016,9.3,6
23/05/2016,12.1,9.8
24/05/2016,15.4,10.5
25/05/2016,28,22.1
26/05/2016,29.7,25.7
27/05/2016,16.2,11.4
28/05/2016,7,4.7
29/05/2016,6.9,5.5
30/05/2016,11.3,8.4
31/05/2016,8.4,6.6
1/06/2016,18.2,14.3
2/06/2016,17,13.2
3/06/2016,32.9,26.4
4/06/2016,29.4,23.9
5/06/2016,29.7,25.2
6/06/2016,27.4,22.1
7/06/2016,45.6,36.7
8/06/2016,54.8,44.8
9/06/2016,22.8,17.5
10/06/2016,5.5,3.2
11/06/2016,16.6,9
12/06/2016,14.2,11.8
13/06/2016,48.3,38.7
14/06/2016,62.3,49
15/06/2016,30.9,17.2
16/06/2016,24.7,17.2
17/06/2016,38.2,28.4
18/06/2016,67.7,58.2
19/06/2016,35,26
20/06/2016,35.2,24.2
21/06/2016,55.4,41.3
22/06/2016,13.7,4.9
24/06/2016,15.8,11.2
25/06/2016,23.6,16
26/06/2016,17.8,14.1
27/06/2016,18.1,13.7
28/06/2016,35.4,28.7
29/06/2016,31.2,24.2
30/06/2016,19.9,13
1/07/2016,24.9,16.8
2/07/2016,30.9,24.5
3/07/2016,60.4,48.5
4/07/2016,32.4,24.3
5/07/2016,19.6,11.8
6/07/2016,52.1,40.4
7/07/2016,31.6,16.1
8/07/2016,24,16.7
9/07/2016,25.4,17.7
10/07/2016,24.4,18.4
11/07/2016,33.9,27.1
12/07/2016,42.4,31.4
13/07/2016,9.8,4.1
15/07/2016,23.6,16
16/07/2016,31.9,23.6
17/07/2016,15.3,11.1
18/07/2016,21.3,13.6
19/07/2016,33.5,22.8
20/07/2016,25.2,18.6
21/07/2016,26.7,13.7
22/07/2016,34.8,23.6
23/07/2016,10.4,7.2
24/07/2016,9.9,7.1
25/07/2016,24.4,14.4
26/07/2016,27,18.6
27/07/2016,18.3,10.4
28/07/2016,15.9,9.3
29/07/2016,28.3,19
30/07/2016,26.4,18.8
31/07/2016,39.9,31.4
1/08/2016,39.6,25.5
2/08/2016,19.7,9.1
3/08/2016,13.3,8.1
4/08/2016,16.3,11.9
5/08/2016,18,13.9
6/08/2016,9.3,6.4
7/08/2016,28.7,22.1
8/08/2016,16.2,10.6
9/08/2016,29.2,22.9
10/08/2016,37.7,29.2
11/08/2016,40.1,30.5
12/08/2016,20.5,13.4
13/08/2016,14.7,9.9
14/08/2016,31.9,26.5
15/08/2016,39.3,30.1
16/08/2016,22.2,14.3
17/08/2016,13.1,8.2
18/08/2016,20.6,14.7
19/08/2016,24.9,15
20/08/2016,35.8,25.4
21/08/2016,27.1,18.3
22/08/2016,18.3,8.4
23/08/2016,23.7,12.1
24/08/2016,15.8,5
25/08/2016,15.3,5.4
26/08/2016,11.6,8
27/08/2016,23.1,18.2
28/08/2016,35.5,26.7
29/08/2016,57.7,45
30/08/2016,26.2,13.2
31/08/2016,22.7,10.5
1/09/2016,12.4,6.4
2/09/2016,12.1,3.8
3/09/2016,19.6,10.4
4/09/2016,15.9,6.8
5/09/2016,13.8,6.3
6/09/2016,18.1,7.4
7/09/2016,11.9,5.6
8/09/2016,,
9/09/2016,18.4,11.1
10/09/2016,15.8,8.5
11/09/2016,22.4,14.7
12/09/2016,15.5,9.8
13/09/2016,14.2,6.7
14/09/2016,15.2,8.6
15/09/2016,17.8,10.2
16/09/2016,16.4,6.2
17/09/2016,19.5,8.3
18/09/2016,13.9,6.7
19/09/2016,10.7,4.4
20/09/2016,11.1,4.2
21/09/2016,13.6,5.4
22/09/2016,15.1,8.4
23/09/2016,17.6,10.4
24/09/2016,7.6,3.9
25/09/2016,6,2.8
26/09/2016,14.5,4.1
27/09/2016,22.7,7
28/09/2016,19.4,5.6
29/09/2016,23.7,6.3
30/09/2016,18.6,5.7
1/10/2016,11.8,5.9
2/10/2016,10.2,6
3/10/2016,16.7,8.5
4/10/2016,20.4,9.6
5/10/2016,17,9
6/10/2016,10.6,5.4
7/10/2016,14,6.2
8/10/2016,12.8,4.5
9/10/2016,16,10.9
10/10/2016,14.8,6.4
11/10/2016,8.7,2.4
12/10/2016,10.2,5.8
13/10/2016,9.9,4.8
14/10/2016,9.2,4.4
15/10/2016,8.3,4.2
16/10/2016,10,5.6
17/10/2016,11.9,3.5
18/10/2016,9.8,3.6
19/10/2016,16.8,4.5
20/10/2016,9.2,5.2
21/10/2016,10.6,5.6
22/10/2016,12.1,5.8
23/10/2016,10.2,4.3
24/10/2016,14.8,6.4
25/10/2016,10.4,3.8
26/10/2016,9,4.5
27/10/2016,11.2,5.4
28/10/2016,10.1,3.8
29/10/2016,8.8,3.2
30/10/2016,10.3,4
31/10/2016,14.8,4.8
1/11/2016,15,3.9
2/11/2016,13.9,6.6
3/11/2016,7.4,2.8
4/11/2016,9.8,3.4
5/11/2016,13.4,6.1
6/11/2016,10.1,3.8
7/11/2016,14,4.2
8/11/2016,14.5,3.8
9/11/2016,14.6,3.8
10/11/2016,11.1,3.4
11/11/2016,9.6,4.9
12/11/2016,9.7,4.2
13/11/2016,10.2,3.6
14/11/2016,12.3,4
15/11/2016,12.4,4.8
16/11/2016,9.8,2.9
17/11/2016,6.7,2.4
18/11/2016,13,5.1
19/11/2016,18.9,7.8
20/11/2016,16.1,5.1
21/11/2016,10.3,3
22/11/2016,21.7,6.8
23/11/2016,20.2,5.5
24/11/2016,20.8,6.8
25/11/2016,11.5,3.1
26/11/2016,5.5,1.4
27/11/2016,4.1,1.1
28/11/2016,8.5,2.5
29/11/2016,11.2,3
30/11/2016,12.4,4.7
1/12/2016,12.4,4.4
2/12/2016,9.1,3.6
3/12/2016,14.3,4.7
4/12/2016,12.3,3.9
5/12/2016,16.6,4.9
6/12/2016,14.5,3.8
7/12/2016,18.6,8.4
8/12/2016,8,4.3
9/12/2016,10.3,3.4
10/12/2016,8.2,2.8
11/12/2016,8.6,3
12/12/2016,11.1,3.5
13/12/2016,15.2,4.8
14/12/2016,10.1,3.6
15/12/2016,15.5,4.7
16/12/2016,10.4,2.8
17/12/2016,20.7,6.6
18/12/2016,10,3.7
19/12/2016,15.9,4.6
20/12/2016,18.5,5.4
21/12/2016,10.7,3.6
22/12/2016,10.9,2.9
23/12/2016,8.1,3.3
24/12/2016,10.2,3.2
25/12/2016,12.5,4.2
26/12/2016,14.6,4.8
27/12/2016,11.4,4
28/12/2016,24.1,7
29/12/2016,8.2,3.5
30/12/2016,12.5,3.9
31/12/2016,12.4,4.1
1/01/2017,6.5,1.9
2/01/2017,14.5,3.6
3/01/2017,10.2,3.8
4/01/2017,10,3.7
5/01/2017,9.5,3.1
6/01/2017,12,3.7
7/01/2017,6,2.1
8/01/2017,7,2.5
9/01/2017,16.7,5.1
10/01/2017,15.5,5.4
11/01/2017,20,6.1
12/01/2017,16.8,6.2
13/01/2017,11.7,3.7
14/01/2017,11.1,3.3
15/01/2017,7.9,2.9
16/01/2017,12.1,3.8
17/01/2017,10.8,2.8
18/01/2017,13.9,5.1
19/01/2017,8.2,3
20/01/2017,8.6,2.3
21/01/2017,13,3.6
22/01/2017,5,1.7
23/01/2017,10,2.8
24/01/2017,14.4,4.7
25/01/2017,16.1,5.1
26/01/2017,10.6,3.5
27/01/2017,17.1,4.7
28/01/2017,17.9,4.4
29/01/2017,16.3,4.4
30/01/2017,23.7,6.2
31/01/2017,11,3.4
1/02/2017,9.1,3.4
2/02/2017,13.1,3.9
3/02/2017,15,5.8
4/02/2017,11,2.4
5/02/2017,23.3,8.6
6/02/2017,15.2,4.7
7/02/2017,14,3.4
8/02/2017,10.5,3.2
9/02/2017,10.9,2.8
10/02/2017,17.3,4
11/02/2017,19.3,5.4
12/02/2017,19.2,5.1
13/02/2017,11.8,3.8
14/02/2017,6.8,1.1
15/02/2017,13.8,6
16/02/2017,17.1,5
17/02/2017,16.2,5
18/02/2017,6.7,2.5
19/02/2017,15.5,6.1
20/02/2017,14.3,5.6
21/02/2017,18.1,6.2
22/02/2017,16.8,6
23/02/2017,10.9,3.5
24/02/2017,12.2,3.8
25/02/2017,15.5,5.4
26/02/2017,11.5,3.6
27/02/2017,16.8,5
28/02/2017,15.4,5.2
1/03/2017,21.4,8.4
2/03/2017,15.5,5.2
3/03/2017,18.6,4.3
4/03/2017,19.8,5.5
5/03/2017,14.3,4.8
6/03/2017,23.6,7.8
7/03/2017,12.5,5
8/03/2017,11.9,3.8
9/03/2017,12.8,4.3
10/03/2017,14.4,4
11/03/2017,11.2,6.8
12/03/2017,4,2
13/03/2017,4.8,2.5
14/03/2017,6.6,2.6
15/03/2017,9.1,3.4
16/03/2017,12.6,4.4
17/03/2017,14.4,4.2
18/03/2017,18.7,6.6
19/03/2017,15.2,5.3
20/03/2017,18.3,6.7
21/03/2017,16.7,5.2
22/03/2017,8.1,3.3
23/03/2017,13.4,4.8
24/03/2017,12,4.6
25/03/2017,10.1,3.5
26/03/2017,15.5,7
27/03/2017,7.8,4
28/03/2017,8.3,3.6
29/03/2017,5.4,2.4
30/03/2017,6.7,4
31/03/2017,11.8,4.8
1/04/2017,14.2,7
2/04/2017,15,6
3/04/2017,10.9,5.2
4/04/2017,11,4.1
5/04/2017,13.9,7.5
6/04/2017,6.9,3.4
7/04/2017,13.3,6.4
8/04/2017,26.9,10.7
9/04/2017,17.6,7
10/04/2017,16.3,9.1
11/04/2017,28.9,21.6
12/04/2017,11.3,8.6
13/04/2017,9.4,6.7
14/04/2017,9.4,4.7
15/04/2017,8.6,4.3
16/04/2017,12.7,8.2
17/04/2017,18.5,12.8
18/04/2017,10.5,6.1
19/04/2017,16,8.1
20/04/2017,21.2,10.5
21/04/2017,21,11.4
22/04/2017,12.2,5.7
23/04/2017,25.8,17.6
24/04/2017,18.9,13.1
25/04/2017,15.5,9.5
26/04/2017,19.1,11.8
27/04/2017,23.1,11.5
28/04/2017,12.9,4.4
29/04/2017,30.1,11.1
30/04/2017,11.9,6.9
1/05/2017,18,14.7
2/05/2017,42.5,33.4
3/05/2017,6.6,4.7
4/05/2017,11.9,7.6
5/05/2017,23.2,14.8
6/05/2017,16.6,10.1
7/05/2017,15.4,10.8
8/05/2017,27.1,19.6
9/05/2017,19.6,14.2
10/05/2017,20.9,16.8
11/05/2017,23.1,18.4
12/05/2017,17.2,11
13/05/2017,23.4,16.4
14/05/2017,30.4,23.9
15/05/2017,26.5,18.9
16/05/2017,28.7,20.9
17/05/2017,26,18.8
18/05/2017,11.9,6.9
19/05/2017,14.7,9.6
20/05/2017,5.6,4.1
21/05/2017,13.6,8.5
22/05/2017,32.6,22.4
23/05/2017,40.3,30
24/05/2017,19,11.1
25/05/2017,18.1,11.7
26/05/2017,37,27.6
27/05/2017,19.8,15
28/05/2017,17.1,11.2
29/05/2017,16.6,12.7
30/05/2017,30.8,25.1
31/05/2017,16.3,11.6
1/06/2017,17.3,12.4
2/06/2017,11.2,8.4
3/06/2017,14,12.5
4/06/2017,6.9,5.7
5/06/2017,7.5,5.6
6/06/2017,14.5,12
7/06/2017,18.6,14.6
8/06/2017,23,17.5
9/06/2017,32.8,26.1
10/06/2017,47.4,35.7
11/06/2017,57.1,49
12/06/2017,19.5,15.7
13/06/2017,12.7,8.2
14/06/2017,12.3,6.6
15/06/2017,36.6,26.2
16/06/2017,32.8,23
17/06/2017,38.2,30.7
18/06/2017,55.3,49.4
19/06/2017,33.1,24.1
20/06/2017,37.6,29.6
21/06/2017,46.5,37.1
22/06/2017,14.8,11.3
23/06/2017,7.9,6
24/06/2017,24.1,20.9
25/06/2017,40.6,36.6
26/06/2017,34.4,28.7
27/06/2017,23.7,18.4
28/06/2017,39.5,29.5
29/06/2017,20,12.3
30/06/2017,17.5,12.2
1/07/2017,17.5,12.9
2/07/2017,20.9,16.5
3/07/2017,18.1,12.8
4/07/2017,18.5,15.4
5/07/2017,17.8,14.7
6/07/2017,24.3,19.3
7/07/2017,19.2,15.4
8/07/2017,23.8,17.5
9/07/2017,20.7,15.5
10/07/2017,25.1,19.2
11/07/2017,23.8,20.6
12/07/2017,7.5,6.7
13/07/2017,7.2,6.5
14/07/2017,12.7,10.3
15/07/2017,26.5,19.3
16/07/2017,54.1,44.3
17/07/2017,15.5,13.7
18/07/2017,18.8,13.4
19/07/2017,42.3,28.2
20/07/2017,42.2,29.9
21/07/2017,8.4,6.8
22/07/2017,4.6,4.7
23/07/2017,16.1,11.8
24/07/2017,55.2,43.6
25/07/2017,50.1,38.9
26/07/2017,36.5,25.1
27/07/2017,8.9,5.5
28/07/2017,11.8,7.1
29/07/2017,24.2,18.2
30/07/2017,32.1,23.7
31/07/2017,24.6,17
1/08/2017,17,11.2
2/08/2017,17.8,12.7
3/08/2017,21.3,16.9
4/08/2017,15.6,10.2
5/08/2017,16.4,10.3
6/08/2017,6.7,3.6
7/08/2017,24,14.4
8/08/2017,36.8,25.1
9/08/2017,31.3,24.5
10/08/2017,54.3,45.4
11/08/2017,28.8,21.9
12/08/2017,10.2,6
13/08/2017,9.5,6.4
14/08/2017,5.4,3.4
15/08/2017,19.8,15.5
16/08/2017,17,11.2
17/08/2017,6.4,2.3
18/08/2017,22.7,14.8
19/08/2017,18.6,12.3
20/08/2017,7.8,4.4
21/08/2017,13.1,7.3
22/08/2017,19.1,11.6
23/08/2017,35.7,25.2
24/08/2017,23,15.8
25/08/2017,34.9,23.8
26/08/2017,60.8,46.4
27/08/2017,26.2,17
28/08/2017,20,8.5
29/08/2017,19.3,9.4
30/08/2017,15.2,6.9
31/08/2017,8.6,4.2
1/09/2017,7,3.5
2/09/2017,8,4.9
3/09/2017,13.3,9.9
4/09/2017,17.8,13.3
5/09/2017,21.7,14.4
6/09/2017,10.1,5.7
7/09/2017,13.5,7.3
8/09/2017,11.9,5.6
9/09/2017,10.5,5.9
10/09/2017,14.2,10
11/09/2017,12.6,8.1
12/09/2017,13.2,7.5
13/09/2017,27,15.9
14/09/2017,21.3,9.7
15/09/2017,10.2,1.8
16/09/2017,14.2,6.4
17/09/2017,13.3,6.6
18/09/2017,9.7,4.1
19/09/2017,16.5,6.7
20/09/2017,10.8,4.1
21/09/2017,13.9,6.1
22/09/2017,13.5,5.4
23/09/2017,13.2,6.2
24/09/2017,17.1,
25/09/2017,11.7,
26/09/2017,14.5,4.9
27/09/2017,13,4
28/09/2017,12.2,4
29/09/2017,8.9,2.7
30/09/2017,9.5,4
1/10/2017,12.2,5.2
2/10/2017,21.4,8.8
3/10/2017,17.9,5.3
4/10/2017,15.6,4.5
5/10/2017,20.2,5.7
6/10/2017,17.9,6.3
7/10/2017,9.6,4.9
8/10/2017,10.6,2.8
9/10/2017,13.6,4.1
10/10/2017,5.6,2.6
11/10/2017,11.3,6.9
12/10/2017,14.8,4
13/10/2017,10.8,4.3
14/10/2017,12.4,5.4
15/10/2017,8.8,2.8
16/10/2017,15.7,4.8
17/10/2017,14.1,5.3
18/10/2017,12.9,4.5
19/10/2017,18.3,7
20/10/2017,15.5,6
21/10/2017,13.9,6.3
22/10/2017,12.1,5.4
23/10/2017,11.7,3.7
24/10/2017,13.9,4.8
25/10/2017,14.8,4.3
26/10/2017,8.4,3.2
27/10/2017,12.8,4.1
28/10/2017,11.7,3.7
29/10/2017,12.4,5.7
30/10/2017,15.1,6.3
31/10/2017,18.5,5.8
1/11/2017,23.4,8.5
2/11/2017,17.2,4.5
3/11/2017,7.4,2.4
4/11/2017,11.2,2.2
5/11/2017,11.4,1.2
6/11/2017,11.1,2.8
7/11/2017,15,3.6
8/11/2017,10.3,3.7
9/11/2017,14.7,4.8
10/11/2017,22.4,5.8
11/11/2017,16.2,3.4
12/11/2017,12.5,3.7
13/11/2017,12.7,3.1
14/11/2017,13.5,5.2
15/11/2017,16.2,5.9
16/11/2017,16.2,5.4
17/11/2017,18.6,6.4
18/11/2017,17,4.6
19/11/2017,14.5,6.2
20/11/2017,18.4,6.8
21/11/2017,17.3,5.5
22/11/2017,15.9,6.2
23/11/2017,13,5.7
24/11/2017,14.4,5.9
25/11/2017,9.2,3.2
26/11/2017,8,2.7
27/11/2017,10.8,3.4
28/11/2017,10.7,3.5
29/11/2017,11.7,4.8
30/11/2017,14.3,5.2
1/12/2017,16.1,5.1
2/12/2017,18,7.9
3/12/2017,17.8,6.4
4/12/2017,19.7,8.6
5/12/2017,20.2,7.2
6/12/2017,17.4,6.1
7/12/2017,18.8,5.4
8/12/2017,23.7,9.4
9/12/2017,13.7,3.7
10/12/2017,13.1,4
11/12/2017,19.6,5.6
12/12/2017,13.4,3.5
13/12/2017,7.1,2.5
14/12/2017,8.2,2.5
15/12/2017,13.8,
16/12/2017,18.8,
17/12/2017,21.5,
18/12/2017,14.5,
19/12/2017,18.4,
20/12/2017,16.4,
21/12/2017,24.4,
22/12/2017,11.5,
23/12/2017,15.5,
24/12/2017,19.9,
25/12/2017,11.4,
26/12/2017,8.8,
27/12/2017,11.3,
28/12/2017,14.8,
29/12/2017,10.4,2.9
30/12/2017,19.2,4.7
31/12/2017,12.2,3.7
1/01/2018,12.6,3.1
2/01/2018,15.4,4.9
3/01/2018,15.7,6.9
4/01/2018,18.4,7.1
5/01/2018,6.4,2
6/01/2018,16.7,4.1
7/01/2018,17.9,4.7
8/01/2018,19.1,5.9
9/01/2018,29.8,9.3
10/01/2018,11.7,4.6
11/01/2018,5.3,1.9
12/01/2018,8.2,2.3
13/01/2018,9.9,2.7
14/01/2018,12.5,4.1
15/01/2018,23.8,10.3
16/01/2018,30.3,9.1
17/01/2018,22,5.9
18/01/2018,10.4,4
19/01/2018,12,4.6
20/01/2018,13.9,4.5
21/01/2018,11.6,5.1
22/01/2018,13.3,4.8
23/01/2018,14.8,5.4
24/01/2018,20.5,6.5
25/01/2018,21,8.4
26/01/2018,12,4.5
27/01/2018,10.7,4
28/01/2018,14.8,6.7
29/01/2018,15.8,5.6
30/01/2018,15.7,6.2
31/01/2018,14.9,4.7
1/02/2018,30.6,5.7
2/02/2018,7,2.2
3/02/2018,10.3,3.9
4/02/2018,11.1,3.8
5/02/2018,8.1,1.9
6/02/2018,13.3,2.1
7/02/2018,12.3,2.6
8/02/2018,14.4,2.7
9/02/2018,17,3.5
10/02/2018,15.8,4.3
11/02/2018,7.2,2.7
12/02/2018,9.5,4.5
13/02/2018,12.2,3.1
14/02/2018,12.1,3.9
15/02/2018,10.3,2.9
16/02/2018,20.3,5.2
17/02/2018,14,4.9
18/02/2018,13.4,3.9
19/02/2018,14.4,5.2
20/02/2018,5.3,3.4
21/02/2018,5.1,1.7
22/02/2018,6.2,1.4
23/02/2018,8.3,3.8
24/02/2018,8.5,3.3
25/02/2018,4.7,1
26/02/2018,10,3.6
27/02/2018,9.6,3.3
28/02/2018,8.7,2.2
1/03/2018,16.3,4.5
2/03/2018,16.5,7.3
3/03/2018,19.1,6.4
4/03/2018,14.4,4.2
5/03/2018,19,5.7
6/03/2018,8.1,2.3
7/03/2018,11.9,2.2
8/03/2018,8.8,1.8
9/03/2018,9.9,2.9
10/03/2018,9.7,3.8
11/03/2018,12.8,3.3
12/03/2018,14.7,4.4
13/03/2018,17.6,6.1
14/03/2018,10.1,2.2
15/03/2018,13.6,3.8
16/03/2018,18,4.2
17/03/2018,15.9,3.3
18/03/2018,12.9,3.2
19/03/2018,13.5,5.2
20/03/2018,21.9,5.7
21/03/2018,14,4.5
22/03/2018,4.6,1.1
23/03/2018,8.2,3.6
24/03/2018,7.2,4
25/03/2018,6.4,3.1
26/03/2018,11.4,5.1
27/03/2018,7.4,1.8
28/03/2018,9.8,1.8
29/03/2018,13.8,4.4
30/03/2018,12.4,3.6
31/03/2018,17.1,4.3
1/04/2018,13.7,3.3
2/04/2018,11.1,2.5
3/04/2018,14.4,3.9
4/04/2018,9.4,1.8
5/04/2018,28.8,8.6
6/04/2018,15,2.8
7/04/2018,13.7,5.6
8/04/2018,11.1,4.6
9/04/2018,7.6,2.4
10/04/2018,5.7,2.2
11/04/2018,6.6,2.4
12/04/2018,9.3,4.8
13/04/2018,16.8,10.5
14/04/2018,10.5,5.2
15/04/2018,11.9,2.6
16/04/2018,5,1.3
17/04/2018,,3
18/04/2018,12.6,5.1
19/04/2018,17,8.8
20/04/2018,5.3,0.5
21/04/2018,14.3,3.5
22/04/2018,12.1,5.2
23/04/2018,16.4,7.7
24/04/2018,15.6,6.5
25/04/2018,10.6,6
26/04/2018,18.1,4.9
27/04/2018,29.4,13.4
28/04/2018,10.8,6.5
29/04/2018,12.9,9.4
30/04/2018,10.6,5.4
1/05/2018,17.4,8.2
2/05/2018,21.6,10.8
3/05/2018,20,10.1
4/05/2018,24,15
5/05/2018,16.5,10.9
6/05/2018,7.6,3.5
7/05/2018,7,2.9
8/05/2018,6.8,1
9/05/2018,17.1,4.8
10/05/2018,29.4,13.9
11/05/2018,16.7,7.7
12/05/2018,15.5,6.9
13/05/2018,18.2,8.1
14/05/2018,16.7,7.7
15/05/2018,12.4,8
16/05/2018,13.9,9.6
17/05/2018,14.9,9.4
18/05/2018,7.9,3.9
19/05/2018,11.3,7.6
20/05/2018,6.2,3.1
21/05/2018,18.5,12.5
22/05/2018,10.8,7
23/05/2018,8.7,4.7
24/05/2018,8,4.3
25/05/2018,10.7,6.6
26/05/2018,18.9,13.1
27/05/2018,8.3,3
28/05/2018,5.5,2
29/05/2018,18,11.1
30/05/2018,17.4,10.3
31/05/2018,19.7,12.1
1/06/2018,17.8,11.2
2/06/2018,23.8,18.6
3/06/2018,15.7,10.2
4/06/2018,10,6.7
5/06/2018,7.5,4
6/06/2018,8.5,3.5
7/06/2018,11.9,4.8
8/06/2018,16.7,7.2
9/06/2018,28.7,20.8
10/06/2018,13.2,7.5
11/06/2018,13.1,7.9
12/06/2018,11.7,6.8
13/06/2018,5.7,3.1
14/06/2018,8.3,4.9
15/06/2018,13.7,8.2
16/06/2018,9,6.7
17/06/2018,16.2,12.2
18/06/2018,11.2,6.9
19/06/2018,7.9,4
20/06/2018,22.2,15.3
21/06/2018,24.4,17.8
22/06/2018,31.3,22.8
23/06/2018,33.1,24.3
24/06/2018,16.9,13.5
25/06/2018,20.6,13.1
26/06/2018,13.4,6.4
27/06/2018,26.5,18.7
28/06/2018,20.2,12.2
29/06/2018,22.2,14.1
30/06/2018,32,22.9
1/07/2018,26.4,20.5
2/07/2018,10.3,4.7
3/07/2018,17.2,10
4/07/2018,36.6,26.9
5/07/2018,34.1,23.2
6/07/2018,27.3,17.6
7/07/2018,8.7,4.6
8/07/2018,14.4,10.9
9/07/2018,10.3,6.2
10/07/2018,15.4,10.4
11/07/2018,27.6,19.8
12/07/2018,23.2,11.5
13/07/2018,42.6,31.6
14/07/2018,32.7,25.5
15/07/2018,22.2,14.1
16/07/2018,12.6,6.4
17/07/2018,34.8,21.9
18/07/2018,32.8,23.7
19/07/2018,39.9,31.3
20/07/2018,37.8,31.2
21/07/2018,13.7,10.4
22/07/2018,6.5,4.6
23/07/2018,8.6,5.1
24/07/2018,14.3,10.9
25/07/2018,21.2,14.8
26/07/2018,49.2,41.5
27/07/2018,31.9,25.1
28/07/2018,15.6,10.7
29/07/2018,16.4,11.5
30/07/2018,12.8,6.6
31/07/2018,10.3,5.3
1/08/2018,44.2,32.2
2/08/2018,44.5,32.6
3/08/2018,24.3,17.5
4/08/2018,17.7,11.7
5/08/2018,22.3,17.3
6/08/2018,15.4,11.4
7/08/2018,13.5,8.1
8/08/2018,21,10.9
9/08/2018,20.1,14.5
10/08/2018,25.2,15.4
11/08/2018,22.1,14.6
12/08/2018,24.2,16.1
13/08/2018,39.7,29.1
14/08/2018,33.7,22.1
15/08/2018,11.1,5.4
16/08/2018,16.8,9.3
17/08/2018,15.4,7.2
18/08/2018,20.8,15.3
19/08/2018,14.2,9.3
20/08/2018,12.9,8.1
21/08/2018,21.5,14.9
22/08/2018,26,19.1
23/08/2018,14.9,7.7
24/08/2018,12.9,7.3
25/08/2018,21.5,11.7
26/08/2018,28.2,15.8
27/08/2018,28.2,15.3
28/08/2018,24.2,10.7
29/08/2018,26.2,15.1
30/08/2018,18.6,10.2
31/08/2018,10,5.2
1/09/2018,15.2,7.7
2/09/2018,16.5,9.1
3/09/2018,12,4.5
4/09/2018,11.6,5.8
5/09/2018,24.7,11.9
6/09/2018,25.7,19.7
7/09/2018,19.5,9.2
8/09/2018,21.3,14.6
9/09/2018,24.7,16.2
10/09/2018,28.1,16.6
11/09/2018,29.7,16.7
12/09/2018,24,14.2
13/09/2018,21.6,9.4
14/09/2018,14.2,3.1
15/09/2018,20.9,9.7
16/09/2018,15.8,8.3
17/09/2018,12.7,4.7
18/09/2018,10.5,2.9
19/09/2018,18.6,5.9
